2.160114,0.002939,1.865701, 0.002538
2.160114,0.002967,1.865701, 0.002562
2.160114,0.002977,1.865701, 0.002571
2.160114,0.002969,1.865701, 0.002564
2.160114,0.002983,1.865701, 0.002577
2.164148,0.002980,1.878525, 0.002587
2.184347,0.010139,1.866003, 0.008662
2.156785,0.029240,1.875833, 0.025431
2.108598,0.057993,1.855510, 0.051032
2.105663,0.095742,1.826011, 0.083027
2.040353,0.135172,1.796193, 0.118997
2.011088,0.178211,1.764762, 0.156383
1.991959,0.222185,1.753136, 0.195547
1.944634,0.261415,1.722343, 0.231532
1.905551,0.299006,1.690628, 0.265282
1.879571,0.336240,1.692648, 0.302801
1.821102,0.364957,1.665739, 0.333822
1.816541,0.402543,1.635142, 0.362345
1.782564,0.432530,1.607549, 0.390063
1.734215,0.457370,1.597062, 0.421198
1.693769,0.482686,1.560285, 0.444646
1.673170,0.512804,1.550831, 0.475309
1.654080,0.543058,1.534291, 0.503729
1.641409,0.575351,1.499938, 0.525763
1.588174,0.592510,1.474694, 0.550173
1.564392,0.619470,1.473396, 0.583437
1.531842,0.642359,1.457012, 0.610980
1.489357,0.659977,1.419105, 0.628846
1.465528,0.684908,1.403525, 0.655932
1.470012,0.723322,1.378320, 0.678205
1.459205,0.754766,1.361331, 0.704142
1.409052,0.765089,1.362248, 0.739675
1.396036,0.794690,1.340755, 0.763222
1.362822,0.812491,1.318845, 0.786272
1.326526,0.827527,1.281898, 0.799687
1.307866,0.852919,1.296908, 0.845773
1.284402,0.874951,1.266086, 0.862473
1.270858,0.903636,1.244558, 0.884935
1.246510,0.924410,1.241085, 0.920387
1.231301,0.951746,1.215952, 0.939882
1.189121,0.957861,1.192852, 0.960866
1.169535,0.981396,1.177831, 0.988357
1.163309,1.016658,1.166055, 1.019057
1.132299,1.030345,1.148364, 1.044963
1.108777,1.050396,1.124999, 1.065764
1.092870,1.077756,1.093815, 1.078688
1.061502,1.089696,1.086060, 1.114906
1.042001,1.113519,1.086060, 1.114906
1.013361,1.127420,1.086060, 1.114906
1.001412,1.160087,1.086060, 1.114906
0.981343,1.184083,1.086060, 1.114906
0.962631,1.210142,1.086060, 1.114906
0.942836,1.235343,1.086060, 1.114906
0.902596,1.233163,1.086060, 1.114906
0.886830,1.264064,1.086060, 1.114906
0.871135,1.296254,1.086060, 1.114906
0.871135,1.296254,1.086060, 1.114906
0.871135,1.296254,1.086060, 1.114906
0.871135,1.296254,1.086060, 1.114906
0.871135,1.296254,1.086060, 1.114906
0.871135,1.296254,1.086060, 1.114906
0.871135,1.296254,3.941471, 7.726628
0.871135,1.296254,3.786331, 7.805366
0.871135,1.296254,3.614418, 7.847992
0.871135,1.296254,3.455499, 7.917571
0.871135,1.296254,3.280361, 7.947844
0.871135,1.296254,3.126251, 8.027828
0.871135,1.296254,2.961788, 8.081426
0.871135,1.296254,2.798958, 8.139133
2.673868,8.314189,2.642961, 8.218087
2.487541,8.302463,2.838704, 9.474509
2.314462,8.329277,2.641468, 9.506105
2.143909,8.362842,2.641468, 9.506105
1.972624,8.390716,2.641468, 9.506105
1.803806,8.428305,2.641468, 9.506105
1.632680,8.453242,2.641468, 9.506105
1.462957,8.482876,1.667145, 9.666852
1.290818,8.496453,1.474599, 9.706142
1.131195,8.604179,1.281171, 9.744939
1.091409,9.819820,1.086039, 9.771502
1.091409,9.819820,0.891086, 9.804011
1.091409,9.819820,0.694919, 9.828048
1.091409,9.819820,0.499141, 9.872234
1.091409,9.819820,0.301563, 9.901559
1.091409,9.819820,0.103130, 9.919926
-0.095229,9.821455,-0.096493, 9.951799
-0.292097,9.813568,-0.297109, 9.981979
-0.488947,9.806128,-0.297109, 9.981979
-0.685355,9.795619,-0.297109, 9.981979
-0.882042,9.797654,-0.297109, 9.981979
-1.080742,9.809025,-0.297109, 9.981979
-1.276257,9.784377,-0.297109, 9.981979
-1.478802,9.804864,-0.297109, 9.981979
-1.678303,9.793813,-0.297109, 9.981979
-1.879550,9.786458,-1.398774, 7.283149
-2.082294,9.778194,-1.528129, 7.175905
-2.082294,9.778194,-1.665770, 7.117572
-2.082294,9.778194,-1.665770, 7.117572
-2.082294,9.778194,-1.665770, 7.117572
-2.082294,9.778194,-1.665770, 7.117572
-2.082294,9.778194,-2.375883, 7.411815
-2.082294,9.778194,-2.510944, 7.324541
-2.082294,9.778194,-2.654441, 7.264315
-2.657220,6.842750,-2.654441, 7.264315
-2.786067,6.768864,-2.654441, 7.264315
-2.941754,6.758561,-3.330185, 7.650966
-2.941754,6.758561,-3.437806, 7.484321
-2.941754,6.758561,-2.132517, 4.407289
-3.571333,7.019485,-2.201955, 4.327960
-3.651546,6.835231,-2.294097, 4.294259
-3.784274,6.754822,-4.519265, 8.066761
-3.980723,6.783253,-4.534737, 7.727307
-3.980723,6.783253,-4.691768, 7.640069
-3.980723,6.783253,-4.903093, 7.636458
-4.625962,6.896565,-4.903093, 7.636458
-4.741005,6.770528,-4.903093, 7.636458
-2.880629,3.942860,-5.045178, 6.905584
-2.955475,3.879278,-5.150959, 6.761013
-3.054050,3.846096,-5.390112, 6.788001
-5.760262,6.962489,-5.390112, 6.788001
-5.846525,6.784887,-5.390112, 6.788001
-6.025877,6.716595,-5.261578, 5.864688
-6.025877,6.716595,-5.388943, 5.771055
-6.025877,6.716595,-5.556837, 5.717338
-6.025877,6.716595,-5.556837, 5.717338
-6.221284,5.908856,-5.556837, 5.717338
-6.281753,5.731432,-5.498742, 5.017017
-6.419081,5.624951,-5.535385, 4.850581
-6.419081,5.624951,-5.616937, 4.726172
-6.419081,5.624951,-5.751927, 4.645969
-6.226049,4.825423,-5.751927, 4.645969
-6.350127,4.720702,-5.751927, 4.645969
-6.498499,4.631437,-5.751927, 4.645969
-6.498499,4.631437,-5.751927, 4.645969
-6.498499,4.631437,-5.751927, 4.645969
-6.325807,3.957025,-5.751927, 4.645969
-6.301465,3.768019,-5.751927, 4.645969
-6.399050,3.654153,-5.751927, 4.645969
-6.555192,3.570898,-5.751927, 4.645969
-6.555192,3.570898,-5.751927, 4.645969
-6.555192,3.570898,-5.751927, 4.645969
-6.555192,3.570898,-9.034020, 4.239253
-6.555192,3.570898,-9.059710, 4.032134
-6.555192,3.570898,-9.075148, 3.823192
-6.555192,3.570898,-9.099996, 3.620765
-6.555192,3.570898,-9.088708, 3.406800
-6.555192,3.570898,-9.047443, 3.186022
-6.555192,3.570898,-9.057489, 2.986549
-6.555192,3.570898,-9.061844, 2.787598
-6.555192,3.570898,-9.095802, 2.599388
-9.656357,2.551082,-9.090261, 2.401527
-9.656346,2.344871,-9.110907, 2.212421
-9.600245,2.128182,-9.114046, 2.020401
-9.575081,1.922080,-9.133857, 1.833510
-9.523115,1.714852,-9.133857, 1.833510
-9.491643,1.514342,-9.133857, 1.833510
-9.416906,1.310120,-9.782394, 1.360968
-9.394893,1.116170,-9.821437, 1.166846
-9.374779,0.923853,-9.862312, 0.971898
-9.343590,0.732065,-9.899924, 0.775654
-9.334364,0.543336,-9.921837, 0.577532
-9.301933,0.354251,-9.963068, 0.379429
-9.301933,0.354251,-9.963068, 0.379429
-9.301933,0.354251,-9.963068, 0.379429
-9.301933,0.354251,-9.963068, 0.379429
-9.881336,-0.417644,-9.963068, 0.379429
-9.866460,-0.615656,-9.963068, 0.379429
-9.867608,-0.814619,-9.963068, 0.379429
-9.876858,-1.015333,-9.963068, 0.379429
-9.879929,-1.216540,-8.064634, -0.993018
-9.879884,-1.418180,-8.129792, -1.166968
-9.879884,-1.418180,-8.129792, -1.166968
-9.879884,-1.418180,-8.129792, -1.166968
-9.879884,-1.418180,-8.129792, -1.166968
-9.879884,-1.418180,-8.129792, -1.166968
-9.879884,-1.418180,-8.129792, -1.166968
-9.879884,-1.418180,-8.129792, -1.166968
-9.879884,-1.418180,-8.129792, -1.166968
-7.820690,-2.442933,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-8.129792, -1.166968
-7.682495,-2.570125,-3.638821, -3.347898
-7.682495,-2.570125,-3.427853, -3.283228
-7.682495,-2.570125,-3.217525, -3.207959
-7.682495,-2.570125,-3.033582, -3.148435
-7.682495,-2.570125,-2.889153, -3.121203
-7.682495,-2.570125,-2.849429, -3.204329
-7.682495,-2.570125,-2.783899, -3.259696
-7.682495,-2.570125,-2.750882, -3.354788
-7.682495,-2.570125,-2.735175, -3.475253
-3.018563,-3.997690,-2.693095, -3.566651
-2.791914,-3.855930,-2.649602, -3.659381
-2.635216,-3.797718,-2.589464, -3.731782
-2.443425,-3.676595,-2.560805, -3.853215
-2.285731,-3.593827,-2.517514, -3.958257
-2.204014,-3.624127,-2.480160, -4.078202
-2.161418,-3.720229,-2.452105, -4.220558
-2.112088,-3.809377,-2.402138, -4.332513
-2.072819,-3.922101,-2.376916, -4.497501
-2.017961,-4.010347,-2.376916, -4.497501
-1.961930,-4.100377,-2.376916, -4.497501
-1.891354,-4.164722,-2.376916, -4.497501
-1.839517,-4.275465,-2.376916, -4.497501
-1.767349,-4.345260,-2.376916, -4.497501
-1.737337,-4.529378,-2.376916, -4.497501
-1.678324,-4.652630,-3.387721, -9.391402
-1.598843,-4.727466,-3.185405, -9.418620
-1.598843,-4.727466,-2.992326, -9.470111
-1.598843,-4.727466,-2.789998, -9.488690
-1.598843,-4.727466,-2.594142, -9.525006
-1.598843,-4.727466,-2.594142, -9.525006
-1.598843,-4.727466,-2.594142, -9.525006
-1.598843,-4.727466,-2.594142, -9.525006
-1.845079,-9.825534,-2.594142, -9.525006
-1.644946,-9.845404,-1.623385, -9.716354
-1.438785,-9.819802,-1.424013, -9.718983
-1.241693,-9.848374,-1.230320, -9.758168
-1.038654,-9.821307,-1.035577, -9.792213
-0.843003,-9.849072,-0.840441, -9.819130
-0.843003,-9.849072,-0.644984, -9.849575
-0.843003,-9.849072,-0.449249, -9.896353
-0.843003,-9.849072,-0.250849, -9.906476
-0.843003,-9.849072,-0.052318, -9.953040
0.145562,-9.822857,0.097878, -6.605042
0.342415,-9.814573,0.225247, -6.456222
0.538965,-9.796592,0.351235, -6.384291
0.739164,-9.832280,0.480314, -6.389087
0.936401,-9.815520,0.616731, -6.464688
1.134704,-9.808300,0.616731, -6.464688
1.337463,-9.828808,0.616731, -6.464688
1.538016,-9.823284,0.616731, -6.464688
1.739080,-9.822096,0.616731, -6.464688
1.265784,-6.402690,0.616731, -6.464688
1.368710,-6.263247,0.616731, -6.464688
1.491035,-6.224383,0.616731, -6.464688
1.642762,-6.298635,0.616731, -6.464688
1.792124,-6.347825,1.948872, -6.903034
1.792124,-6.347825,2.083700, -6.851801
1.792124,-6.347825,2.083700, -6.851801
1.792124,-6.347825,2.083700, -6.851801
1.792124,-6.347825,2.083700, -6.851801
1.792124,-6.347825,2.083700, -6.851801
1.792124,-6.347825,2.083700, -6.851801
1.792124,-6.347825,2.083700, -6.851801
3.029319,-6.502944,2.083700, -6.851801
3.145932,-6.414046,2.083700, -6.851801
3.296176,-6.392375,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,2.083700, -6.851801
3.492043,-6.451318,7.447626, -6.189906
3.492043,-6.451318,7.447626, -6.189906
3.492043,-6.451318,7.447626, -6.189906
3.492043,-6.451318,7.447626, -6.189906
3.492043,-6.451318,7.447626, -6.189906
3.492043,-6.451318,7.447626, -6.189906
3.492043,-6.451318,7.447626, -6.189906
3.492043,-6.451318,3.383950, -2.089977
8.420594,-4.970225,3.326106, -1.963222
8.442186,-4.757279,3.271880, -1.843746
